title,year,certificate,duration,genre,rating,description,stars,votes
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",7.4,"Hinamori recalls her days at the Shinigami Academy (Shin'reijutsin), where she met and trained in the World of the Living.","['Kino Abe, ', 'Kji Aritomi', '| ', '    Stars:', 'Fumiko Orikasa, ', 'Kentar It, ', 'Kumi Sakuma, ', 'Takahiro Sakurai']",235
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.0,"In the midst of their battle, Ichigo finds out that Ury is a Quincy, a group with a long-standing rivalry with Shinigamis.","['Kino Abe', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",340
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.7,"Rukia and Chad take on Shurk, a vicious Hollow who's beaten many Shinigami and committed many crimes.","['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Hiroki Yasumoto, ', 'Rie Kugimiya']",403
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.7,"News of the intruders' surprising strength spreads among the Shinigami, and the captains are eager for information.","['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Masakazu Morita, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto, ', 'Yuki Matsuoka']",276
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",9.1,"Byakuya Kuchiki may have been impressed by the power exerted by Ichigo, the substitute Shinigami, but he's not done fighting yet.","['Kino Abe, ', 'Kumi Ichiguchi', '| ', '    Stars:', 'Masakazu Morita, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto, ', 'Yuki Matsuoka']",633
Bleach,(20042012),TV-14,25 min,"Animation, Action, Adventure",6.7,Ichigo and his friends meet at school and set out to look for Orihime the day after her disappearance.,"['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,"Chad, Ichigo's friend and classmate, brings a cursed bird to school that is really the soul of a young boy who lived a tragic life.","['Kino Abe, ', 'Takuji Kimura', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Hiroki Yasumoto, ', 'Toshiyuki Morikawa']",406
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.5,"Ichigo, still battling Captain Zaraki, senses a loss of Chad's reiatsu and fears the worst.","['Kino Abe, ', 'Mitsutaka Noshitani', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumihiko Tachiki, ', 'Akio tsuka, ', 'Toshiyuki Morikawa']",562
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.1,"Rukia, wandering the streets at night, runs into two Shinigami from the Soul Society, Renji Abarai and her brother, Byakuya Kuchiki.","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.9,Ichigo and the others manage to make it through to the Soul Society?,"['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,"At a Shinigami supply shop, Rukia picks up a mod soul to take over Ichigo's body while he's pulling Shinigami duty.","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.5,Orihime is paid a visit by a Hollow at school and discovers her own spiritual powers?,"['Kino Abe, ', 'Takuji Kimura', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",313
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.7,"On their flight into the Seireitei, Ichigo and the others are separated.","['Kino Abe, ', 'Takuji Kimura', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",321
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",9.0,"Furious after hearing the news of the defection of three captains, Sajin Komamura arrives at the Sokyoku ready to beat the treachery out of Aizen and his lackeys.","['Kino Abe, ', 'Hodaka Kuramoto', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",584
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,Rukia and Ichigo track the mod soul in Ichigo's body to a local elementary school.,"['Kino Abe, ', 'Akira Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Yuki Matsuoka, ', 'Toshiyuki Morikawa']",355
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.4,"In the Soul Society, Rukia learns that in 25 days, she'll be taken to the Central Execution Grounds to face her punishment.","['Kino Abe, ', 'Takuji Kimura', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",556
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.4,"Ichigo fights Renji Abarai, a lieutenant from the Soul Society. When it looks like Ichigo might win, Byakuya Kuchiki steps in and deals a fierce blow?","['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', ""Shin'ichir Miki""""]""",566
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.6,"As Rukia Kuchiki is being lead to her execution, she is stopped by the ever-devious Gin Ichimaru. Just when Rukia has prepared herself for death, her concentration is broken by Gin's offer to let her live..","['Kino Abe, ', 'Akira Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Satsuki Yukino, ', 'Masaaki Tsukada']",491
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,"On the anniversary of his mother's death, Ichigo intends to take the day off from Shinigami duties and visit her grave with the rest of his family.","['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Yuki Matsuoka, ', 'Toshiyuki Morikawa']",365
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.2,Rukia worries that news of Ichigo's battle with Menos Grande will attract the attention of the Soul Society.,"['Kino Abe, ', 'Chiaki Kon', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",304
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",6.2,"In the world of the living, Ichigo's sisters Karin and Yuzu are recruited by television personality Don Kanonji to learn how to fight bad spirits.","['Kino Abe, ', 'Chiaki Kon', '| ', '    Stars:', 'Shigeru Chiba, ', 'Toshiyuki Morikawa, ', 'Rie Kugimiya, ', 'Ayumi Sena']",221
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",7.8,Preparations are underway for Rukia's execution...,"['Kino Abe, ', 'Yoshinori Odaka', '| ', '    Stars:', 'Masakazu Morita, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto, ', 'Yuki Matsuoka']",287
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.3,"Fueled by anger and feelings of abandonment and betrayal, Soi Fong persists in her attempt to destroy her former master Yoruichi Shihin, but her abilities may be hampered by her cocksure attitude.","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",7.6,Yoruichi trains Ichigo in the finer points of using his zanpaku-to...,"['Kino Abe, ', 'Kazunobu Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto, ', 'Yuki Matsuoka']",244
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.9,Chad's journey to the Senzaikyu is interrupted by the captain of Squad 8.,"['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Masakazu Morita, ', 'Hiroki Yasumoto, ', 'Akio tsuka, ', 'Hitomi Nabatame']",312
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.9,"Summer vacation begins, but it's all work for Ichigo, who starts training with Urahara in order to enter the Soul Society and save Rukia.","['Kino Abe, ', 'Akira Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",350
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.8,"Within the Seireitei, a full-fledged search for the intruders--the ""ryoka""""--is put into action. Rukia is transferred to the Repentance Cell to await her execution?""","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.0,Hanataro leads Ichigo and Ganju toward the Repentance Cell where Rukia is being held?,"['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.8,"While Renji is going to save Rukia from her execution, he encounters Byakuya who is trying make the execution happens at any cost.","['Kino Abe, ', 'Kji Aritomi', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Takayuki Sug, ', 'Rytar Okiayu']",568
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.7,"Sensing great reiatsu near the Repentance Cell, Ichigo defies Yoruichi's orders and flees to assist Ganju and Hanatar.","['Kino Abe, ', 'Kji Aritomi', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Shir Sait, ', 'Satsuki Yukino']",551
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.7,Peace returns as the Soul Society recuperates from the deep wounds left by the treachery of Captain Aizen and his partners in crime. Captain Komamura and Lieutenant Hisagi visit the graves of fallen comrades...,"['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",269
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",7.8,"In her dream, Rukia recalls her time spent training under Lieutenant Kaien and Captain Ukitate.","['Kino Abe, ', 'Hodaka Kuramoto', '| ', '    Stars:', 'Fumiko Orikasa, ', 'Rytar Okiayu, ', 'Hideo Ishikawa, ', 'Toshihiko Seki']",284
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.4,"Renji faces defeat, and in his last moments recalls his childhood with Rukia in the Rukongai district of the Soul Society.","['Kino Abe, ', 'Takuji Kimura', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Kentar It, ', 'Wataru Takagi']",559
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.2,Captain Ukitake and Captain Kyoraku face the punishment meted out by Head Captain Yamamoto's Zanpakuto.,"['Kino Abe, ', 'Hodaka Kuramoto', '| ', '    Stars:', 'Satsuki Yukino, ', 'Masaaki Tsukada, ', 'Fumihiko Tachiki, ', 'Akio tsuka']",486
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",8.1,"Hinamori, Renji and Kira have all escaped.","['Kino Abe, ', 'Mitsutaka Noshitani', '| ', '    Stars:', 'Masakazu Morita, ', 'Satsuki Yukino, ', 'Shir Sait, ', ""Shin'ichir Miki""""]""",452
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",5.5,"In the world of the living, Don Kanonji tries to up the ratings of his television show by recruiting Kon as the mascot of his show.","['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Shigeru Chiba, ', 'Fumiko Orikasa, ', 'Mitsuaki Madono, ', 'Rie Kugimiya']",200
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,"Fifteen-year-old Ichigo Kurosaki has the uncanny ability to see ghosts, but that seems pretty run-of-the-mill once Shinigami Rukia Kuchiki enters his life.","['Kino Abe', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Toshiyuki Morikawa, ', 'Rie Kugimiya']",621
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",8.2,"Orihime and Ishida, dressed as Shinigami, are offered help by Squad 12, but Ishida quickly realizes that the jig is up and the offer is a trap.","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.5,"Ichigo is unaware that one of his classmates, Ury Ishida, possesses spiritual power of his own.","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.2,"Ichigo and crew defeat the giant, but their entrance into the Seireitei is nowhere near smooth sailing.","['Kino Abe, ', 'Kji Aritomi', '| ', '    Stars:', 'Masakazu Morita, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto, ', 'Yuki Matsuoka']",290
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",8.9,"Lying weak with sword wounds on the ground, Ichigo is greeted by a vision of an embodied version of his zanpaku-to.","['Kino Abe', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumihiko Tachiki, ', 'Hisayo Mochizuki, ', 'Nobuyuki Hiyama']",619
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,"Ichigo learns that not all souls pass peacefully to the Soul Society. Some linger, only to become Hollows.","['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Yuki Matsuoka, ', 'Junko Noda']",440
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.5,Renji and Ichigo engage in battle?,"['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', ""Shin'ichir Miki"," """""
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.5,"An arrogant, boar-riding bully named Ganju challenges Ichigo and friends to a fight?","['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",305
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.1,Ichigo completes lesson three of Urahara's training and learns the name of his zanpaku-to.,"['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",449
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",8.2,Ganju and Hanatar continue toward the Senzaikyu to save Rukia.,"['Kino Abe, ', 'Ry Miyata', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Shir Sait, ', 'Fumihiko Tachiki']",490
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.2,"While Renji hurries to get Rukia out of harm's way, Ichigo stays behind to hold off Byakuya Kuchiki.","['Kino Abe, ', 'Mitsutaka Noshitani', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Satsuki Yukino, ', 'Masaaki Tsukada']",440
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.8,"Word of Renji's defeat spreads, and all-out war is declared against the ryoka.","['Kino Abe, ', 'Kji Aritomi', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Masaaki Tsukada, ', 'Rytar Okiayu']",322
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.0,"Ichigo faces Gurando fissh, a Hollow that uses a lure in the shape of a girl?","['Kino Abe, ', 'Takuji Kimura', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Yuki Matsuoka, ', 'Toshiyuki Morikawa']",379
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.9,The fierce battle between Ichigo and Captain Byakuya rages on. Ichigo taunts Byakuya and demands that he use his Bankai against him...,"['Kino Abe', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",570
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",7.8,Orihime decides that the quickest way to get to Rukia is for she and Ishida to disguise themselves as Shinigami.,"['Kino Abe, ', 'Akira Iwanaga', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Yuki Matsuoka']",296
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.4,"Ichigo, Ganju and Hanatar climb the great staircase of the Senzaikyu--the White Tower--only to sense an unprecedented amount of reiatsu.","['Kino Abe, ', 'Shigeki Hatakeyama', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Shir Sait, ', 'Show Hayami']",556
Bleach,(20042012),TV-14,25 min,"Animation, Action, Adventure",9.1,Rukia's execution begins as Ichigo and the others are rushing to Sookyoku Hill in an attempt to stop the ceremony.,"['Kino Abe, ', 'Kumi Ichiguchi', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",640
Bleach,(20042012),TV-14,23 min,"Animation, Action, Adventure",8.1,"In her holding cell, Rukia has a dream that she believes is to help her prepare for the next day's events.","['Kino Abe, ', ""Jun'ya Koshiba""""", '| '
Bleach,(20042012),TV-14,26 min,"Animation, Action, Adventure",6.7,"Ichigo and his friends have returned from the Soul Society and are finally able to get back to their ""normal"""" lives.""","['Kino Abe, ', 'Mitsutaka Noshitani', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",159
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.4,"Ichigo, Chad, Ishida and Orihime concentrate on controlling their spirit energy for their flight into the Seireitei.","['Kino Abe, ', 'Akira Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",283
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.8,"Central 46 is the highest judicial body in the Soul Society. After breaking into Central 46, Captain Hitsugaya and Vice-Captain Matsumoto discover that the forty Sages and six Judges were slaughtered days earlier.","['Kino Abe, ', 'Kumi Ichiguchi', '| ', '    Stars:', 'Fumiko Orikasa, ', 'Show Hayami, ', 'Kji Yusa, ', 'Romi Park']",541
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",7.6,"Forced to stay alert and on their toes, Ichigo and his fellow ryoka continue to be hunted by Shinigami.","['Kino Abe, ', 'Keiz Kusakawa', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', 'Hiroki Yasumoto']",279
Dexter,(20062013),TV-MA,52 min,"Crime, Drama, Mystery",8.6,"The Ice Truck Killer is finally identified, but something about the suspect doesn't sit right with Dexter, who must also deal with the menacing return of Rita's paroled ex-husband.","['Steve Shill', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,605"
Dexter,(20062013),TV-MA,53 min,"Crime, Drama, Mystery",8.9,"The strange suicide of a powerful woman leads Dexter to suspect her shrink of murder, but he gets a shock when a visit to the suspect opens up dark secrets from Dexter's past.","['Tony Goldwyn', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","6,349"
Johnny Test,(20052014),TV-Y,21 min,"Animation, Action, Adventure",7.5,Johnny's behind on his homework again so there's only one thing to do. Get Susan and Mary to make a snowstorm that will cancel school. / The coffee cart guy at the Mega-Institute wants to ...                See full summary,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Kathleen Barr']",47
Dexter,(20062013),TV-MA,55 min,"Crime, Drama, Mystery",8.5,"Dexter is joined by Rita, Debra and Rudy for a weekend away when he learns that his biological father, whom he was told died thirty years ago, has just recently passed away and left him everything he owned, including his house.","['Adam Davidson', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,455"
Dexter,(20062013),TV-MA,56 min,"Crime, Drama, Mystery",9.1,"The Ice Truck Killer leaves Dexter the most horrifying crime scene imaginable, forcing him to confront a horrific suppressed memory from his past; Rita must hire a lawyer when her ex sues for sole custody of their children.","['Michael Cuesta', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","6,130"
Dexter,(20062013),TV-MA,54 min,"Crime, Drama, Mystery",9.2,"The Ice Truck Killer kidnaps someone close to Dexter, forcing him into a trap that will forever change his life, while Doakes begins to harbor suspicions about Dexter's odd behavior.","['Keith Gordon', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","6,247"
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,The kids battle Long Feng and the Dai Li when they attempt to show the Earth King the vast conspiracy taking place in his city. Zuko becomes seriously ill and has feverish dreams as he faces a spiritual crisis.,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,405"
Dexter,(20062013),TV-MA,56 min,"Crime, Drama, Mystery",9.6,"In the Season One finale, Dexter follows the clues left for him by the Ice Truck Killer in an effort to rescue his kidnapped loved one, while Rita's ex tries to convince her that Dexter is too dangerous to be around their children.","['Michael Cuesta', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","10,604"
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",9.0,"The Avatar gang encounters Jet in Ba Sing Se and he helps them to discover the location of Appa. But they will end up discovering something else, a secret of the city.","['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,803"
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,"On a forced vacation, Zuko, Azula, Ty Lee and Mai try to blend in with normal teenagers and learn about themselves and one another. Aang and company are attacked by an ominous assassin.","['Joaquim Dos Santos', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,960"
Avatar: The Last Airbender,(20052008),TV-Y7,24 min,"Animation, Action, Adventure",8.1,"When Toph discovers a quick way to make cash, Katara disapproves, and the rift between them has disastrous consequences.","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,423"
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",8.8,"After deciding he's the least valuable member of the team, Sokka seeks an apprenticeship with a sword-master. The rest of the gang tries to adjust to being without him. The imprisoned Iroh may not be as beaten as he seems.","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,865"
Avatar: The Last Airbender,(20052008),TV-Y7,23 min,"Animation, Action, Adventure",7.9,"When Aang and his friends come across a fishing village being poisoned by a nearby factory, a local legend comes to life to help the townspeople.","['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,662"
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",6.7,Johnny borrows the Turbo Tea House Time Machine to travel back in time to get pirate training from Blackbeard.Mr. Whack-O sends Robo-Pals to all of the children of Porkbelly.,"['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",46
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",7.0,"Johnny, Dukey, Susan & Mary decide to start their own TV channel. Johnny thinks he is the greatest Sacred Sword 4 player ever.","['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",40
Johnny Test,(20052014),TV-Y,21 min,"Animation, Action, Adventure",8.1,"Johnny's getting whupped by Sissy in Dodgeball, so in exchange for testing a ""Dance-a-tron"""" (automatic thin-exoskeletal-dance machine) the girls give Johnny a bionic arm. / Johnny and Dukey...                See full summary""","['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",65
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",9.1,Creepy things are afoot when the gang meets a mysterious old innkeeper with a secret.,"['Joaquim Dos Santos', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","4,257"
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",6.7,"The Tests spend the day at the Amusement park.Dad keeps saying no to Johnny, so he convinces the girls to make the perfect paternal facsimile!","['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Ashleigh Ball, ', 'Maryke Hendrikse']",39
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",7.1,Johnny & Dukey have the perfect Saturday planned. Johnny & Dukey are freaking out because Mom & Dad won't buy anymore icecream.,"['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",39
The Boondocks,(20052014),TV-MA,23 min,"Animation, Action, Comedy",7.4,Granddad's cousin and his family take up residence in the Freeman home after being displaced by Hurricane Katrina.,"['Dan Fausett, ', 'Bob Hathcock, ', 'Seung Eun Kim', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",271
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",6.4,Dad is fed up with Johnny not taking any responsibility and not doing his chores. Johnny's school assignment is to write a 500 word report on the Founding fathers of Porkbelly.,"['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",37
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",7.5,"The General tells Mr. Black & Mr. White that the biggest threat to Porkbelly is Susan, Mary & Johnny Test.","['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",45
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",6.8,"It's Pet Day at school and Dukey is excited, until he learns that Johnny is planning on taking Reptoslicer with him instead. Johnny wants the new Smash Bader 3 video game but is costs $40 and he only has $3.","['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",33
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",6.6,An alien pod is destroying Porkbelly and stealing lots of cool stuff. Johnny & Dukey are bored. It's raining and they have nothing to do. So they sneak into Susan and Mary's lab.,"['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",32
